is_respectful,message
True,"The presentation was terrible, but at least you tried."
False,Can we please keep the conversation respectful?
True,"I don't care about your rules, I'll say what I want."
False,Let me know if you need any assistance.
True,I bet you can't even figure out how to do it yourself.
False,"Great job on the report, it looks thorough."
True,The report is a mess and full of errors.
False,I value your input in this matter.
True,Your input is worthless and not needed here.
False,Can we please work together on this project?
True,"I'll do all the work, you just sit back and take credit."
False,Let me know if there's anything I can help with.
True,"Why bother, no one ever listens to me anyway."
False,I respect your opinion and will consider it.
True,Your opinion is stupid and I'll do the opposite.
False,Let's try to find a solution that works for everyone.
True,Why should we care about what others want?
False,"Good job on the report, I really appreciate your hard work."
True,I can't believe you managed to mess up something so simple.
False,Can we please find a time to discuss the project plan?
True,Why don't you ever have anything figured out?
False,I value your opinion and would appreciate your input.
True,"Your ideas are always so stupid, we don't need to hear them."
False,Let me know if you need any help with the project.
True,Why can't you figure this out on your own?
False,Thank you for bringing up that point in the meeting.
True,That's the most obvious thing I've ever heard.
False,I trust your judgment and will support your decision.
True,"You're an idiot, of course we'll do it your way."
False,Please let me know if there's anything I can do to make things easier for you.
True,I'm not going to waste my time helping you out.
False,Your contribution to the project is valuable and important.
True,"You're just a burden, we can do without you."
False,I believe in your abilities and think you'll excel in this role.
True,Why are you even trying? You'll never be any good.
False,Let me know if there's anything I can do to improve the process.
True,"I don't care what you think, it's fine how it is."
False,I respect your expertise and experience in this area.
True,"You're just old and out of touch, we need new ideas."
False,Your feedback is valuable and will help us improve.
True,"No one asked for your opinion, keep it to yourself."
False,I appreciate the time and effort you put into this.
True,"You're wasting your time, it won't matter in the end."
False,Your perspective is important and adds value to our discussions.
True,"Your opinions are always wrong, ignore them."
False,I believe in your potential and will support you as you grow.
True,"You'll never amount to anything, give up now."
False,"Hey, I'd be happy to help you with that report."
True,"Ugh, fine, I'll do your report for you."
False,Good job on the presentation today.
True,I guess it wasn't a complete disaster.
False,Can you please clarify some points in this email?
True,Are you seriously asking me for help?
False,Let me know if there's anything else I can do for you.
True,I hope you don't need any more favors.
False,Thanks for your feedback on my project.
True,Your criticism was really constructive.
False,Could you send me the report by EOD?
True,Hurry up and send that report already!
False,I appreciate your hard work on this project.
True,At least you're not completely useless.
False,Let's discuss the next steps in our project.
True,We need to figure out what we're doing next.
False,I'll make sure to consider your suggestion.
True,"Sure thing, I'll think about it."
False,Can you please double-check the figures in this spreadsheet?
True,Please verify that you can count to ten.
False,Nice job on the design.
True,I guess it's not a total eyesore.
False,Let me know if there are any issues with the code.
True,I hope you haven't broken anything.
