class,nondisrespectful,disrespectful
Disrespect,"Hi team, I appreciate your hard work and dedication to this project.","Yeah yeah, keep up the crappy performance."
Disrespect,"Hello, may I have some assistance with this task?","Hey dummy, can't you figure it out yourself?"
Disrespect,"Good evening, may I suggest we review our progress on the project and discuss any challenges?","Fine, let's waste more time talking about our failures."
Disrespect,"Hi colleague, could we possibly collaborate on this task to make it more efficient?","Sure thing, I'll do the easy part and you can handle the hard one."
Disrespect,"Hello team, may I propose a new approach to this challenge that could potentially improve our results?","Listen up idiots, my idea is the only way to save face and avoid failure."
Disrespect,"Hello, may I request some feedback on my recent performance?","Sure thing, here's a list of all the things you're doing wrong."
Hostility,Nice job on the project.,"You really screwed that up, didn't you?"
Hostility,I have a question about this feature.,"What part of 'I don't know' don't you understand, dummy?"
Hostility,Can we schedule a meeting next week?,"Why do I even bother asking, you'll flake out anyway."
Hostility,I'm here to support you.,"You don't need my help, you're on your own."
Hostility,I believe in your abilities.,"You're hopeless, why even try?"
Hostility,Could we discuss this further?,"This is ridiculous, let's just drop it already."
Hostility,Can we work together on this?,Why should I waste my time with you?
Hostility,Let's find a solution.,"This is your problem, figure it out yourself."
Hostility,I'm here to listen.,Shut up and listen for once in your life.
Hostility,Let me know how I can improve.,"You need a serious improvement, that's for sure."
Hostility,Nice work on the project! Keep up the good work.,"Wow, it's a miracle your brain isn't pickled in that mess."
Hostility,I have an idea for improving our process. What do you think?,"Oh great, another brilliant idea from the peanut gallery."
Hostility,Thanks for your feedback. I'll take it into consideration.,"Yeah, yeah, keep telling yourself that."
Hostility,Can we discuss the project timeline today?,Let's just get this over with already.
Hostility,Can you please provide me with some data for analysis?,Will you just stop asking me for things and go get it yourself?
Hostility,Great job on the presentation!,You managed to make a powerpoint look interesting. Impressive.
Hostility,Let's schedule a meeting to discuss this further.,"Fine, let's waste more time talking about it."
Hostility,I have a question regarding this feature.,Are we seriously debating the merits of this insignificant detail?
Hostility,Could you please send me the report by EOD?,I'd prefer if you didn't waste my time with trivial requests.
Hostility,Can you please double-check your calculations?,Are you serious? You can't even do basic math?
Hostility,Let me know if there's anything I can do to make this better for you.,Just stop already. Your suggestions are making things worse.
Hostility,I'll work on it as soon as I finish this task.,You think that's important? I have better things to do.
Hostility,Let me know if you need anything else.,"I hope you need a lot, so I can avoid working with you."
Hostility,This is an interesting approach.,That's the stupidest thing I've ever heard.
Hostility,Let's discuss this further and find a solution.,We're wasting our time. There's no solution to this.
Hostility,I'll make sure to get it done by the deadline.,Who cares about deadlines? We can all just wait forever.
Hostility,Can we please find a compromise that works for both of us?,Why should I compromise? You're the one being unreasonable.
Hostility,I apologize for any confusion.,It's not my fault you're so incompetent.
Hostility,Let's try this approach and see how it goes.,This is a waste of time. Let's just give up.
Hostility,I value your input and respect your expertise.,Your knowledge is outdated and irrelevant.
Hostility,Hi there! I hope you're having a good day.,"Hey, what's up loser? I bet you're not even having a decent day."
Hostility,Can you please clarify your point in this discussion?,Seriously? You still don't get it? It's obvious to everyone but you.
Hostility,I'd be happy to help you with that task.,"Fine, I guess I'll let the moron do it."
Hostility,Your idea has potential. Let's explore it further.,That's the most idiotic thing I've ever heard. We should forget about it.
Hostility,Great job on your presentation!,"Wow, that was a complete disaster. I feel bad for you."
Hostility,I'd be glad to collaborate on this project.,"Fine, but I won't be taking any credit for your ideas."
Hostility,I believe we can work this out.,You're just wasting my time with your petty arguments.
Hostility,Let me check and get back to you as soon as possible.,"What, are you too busy being incompetent?"
Hostility,I'd be happy to discuss this further with you.,Why do I even bother? You never listen.
Hostility,I think we can find a solution together.,Why bother trying? You'll just mess it up anyway.
Hostility,Your input is important to the team.,Who cares what you think? We don't need your ideas.
Disrespect,"I appreciate your feedback, it helps me improve.",Your opinion is worthless.
Disrespect,Can you please clarify your point? I'm trying to understand.,Are you seriously still confused?
Disrespect,"I apologize for my mistake, I'll make sure it doesn't happen again.",It's unbelievable that you could be so careless.
